,season,division,matchday,date,time,home_team,away_team,score
402,1932-1933,1,9,1/22/33,,Real Betis,Espanyol,1:2
403,1932-1933,1,9,1/22/33,,Barcelona,Racing,4:0
404,1932-1933,1,9,1/22/33,,Donostia,Arenas Club,2:1
405,1932-1933,1,10,1/29/33,,Real Madrid,Espanyol,2:0
406,1932-1933,1,10,1/29/33,,Arenas Club,Valencia,2:2
407,1932-1933,1,10,1/29/33,,Barcelona,Donostia,3:2
408,1932-1933,1,10,1/29/33,,Racing,Alavés,9:0
409,1932-1933,1,10,1/29/33,,Real Betis,Athletic,1:5
410,1932-1933,1,11,2/5/33,,Donostia,Real Madrid,1:2
411,1932-1933,1,11,2/5/33,,Alavés,Barcelona,2:1
412,1932-1933,1,11,2/5/33,,Valencia,Real Betis,2:1
413,1932-1933,1,11,2/5/33,,Athletic,Racing,9:5
414,1932-1933,1,11,2/5/33,,Espanyol,Arenas Club,3:2
415,1932-1933,1,12,2/12/33,,Arenas Club,Athletic,4:2
416,1932-1933,1,12,2/12/33,,Real Madrid,Alavés,2:0
417,1932-1933,1,12,2/12/33,,Donostia,Real Betis,2:2
418,1932-1933,1,12,2/12/33,,Racing,Espanyol,3:1
419,1932-1933,1,12,2/12/33,,Barcelona,Valencia,4:2
420,1932-1933,1,13,2/19/33,,Real Betis,Real Madrid,0:0
421,1932-1933,1,13,2/19/33,,Arenas Club,Barcelona,5:1
422,1932-1933,1,13,2/19/33,,Espanyol,Athletic,2:5
423,1932-1933,1,13,2/19/33,,Valencia,Racing,6:2
424,1932-1933,1,13,2/28/33,,Alavés,Donostia,1:0
425,1932-1933,1,14,2/26/33,,Donostia,Espanyol,6:1
426,1932-1933,1,14,2/26/33,,Athletic,Alavés,4:0
427,1932-1933,1,14,2/26/33,,Racing,Arenas Club,2:1
428,1932-1933,1,14,2/26/33,,Valencia,Real Madrid,0:1
429,1932-1933,1,14,2/26/33,,Barcelona,Real Betis,4:1
430,1932-1933,1,15,3/5/33,,Real Madrid,Barcelona,2:1
431,1932-1933,1,15,3/5/33,,Espanyol,Valencia,5:2
432,1932-1933,1,15,3/5/33,,Athletic,Donostia,1:2
433,1932-1933,1,15,3/5/33,,Real Betis,Racing,3:2
434,1932-1933,1,15,3/5/33,,Alavés,Arenas Club,1:1
435,1932-1933,1,16,3/12/33,,Alavés,Espanyol,1:0
436,1932-1933,1,16,3/12/33,,Valencia,Donostia,2:2
437,1932-1933,1,16,3/12/33,,Barcelona,Athletic,2:3
438,1932-1933,1,16,3/12/33,,Racing,Real Madrid,4:2
439,1932-1933,1,16,3/12/33,,Arenas Club,Real Betis,3:3
440,1932-1933,1,17,3/19/33,,Espanyol,Barcelona,2:1
441,1932-1933,1,17,3/19/33,,Athletic,Valencia,8:2
442,1932-1933,1,17,3/19/33,,Donostia,Racing,8:0
443,1932-1933,1,17,3/19/33,,Real Madrid,Arenas Club,8:2
444,1932-1933,1,17,3/19/33,,Real Betis,Alavés,3:1
445,1932-1933,1,18,3/26/33,,Racing,Barcelona,4:4
446,1932-1933,1,18,3/26/33,,Real Madrid,Athletic,0:1
447,1932-1933,1,18,3/26/33,,Alavés,Valencia,1:1
448,1932-1933,1,18,3/26/33,,Arenas Club,Donostia,6:0
449,1932-1933,1,18,3/28/33,,Espanyol,Real Betis,1:2
450,1933-1934,1,1,11/5/33,,Real Oviedo,Barcelona,7:3
451,1933-1934,1,1,11/5/33,,Valencia,Athletic,2:2
452,1933-1934,1,1,11/5/33,,Espanyol,Donostia,4:0
453,1933-1934,1,1,11/5/33,,Real Betis,Racing,2:1
454,1933-1934,1,1,11/5/33,,Arenas Club,Real Madrid,3:3
455,1933-1934,1,2,11/12/33,,Barcelona,Espanyol,5:0
456,1933-1934,1,2,11/12/33,,Real Madrid,Valencia,3:2
457,1933-1934,1,2,11/12/33,,Athletic,Real Betis,5:0
458,1933-1934,1,2,11/12/33,,Racing,Real Oviedo,4:3
459,1933-1934,1,2,11/12/33,,Donostia,Arenas Club,4:1
460,1933-1934,1,3,11/18/33,,Arenas Club,Barcelona,3:1
461,1933-1934,1,3,11/18/33,,Espanyol,Racing,5:0
462,1933-1934,1,3,11/18/33,,Valencia,Real Betis,2:1
463,1933-1934,1,3,11/18/33,,Real Oviedo,Athletic,2:2
464,1933-1934,1,3,11/18/33,,Real Madrid,Donostia,2:0
465,1933-1934,1,4,11/26/33,,Barcelona,Real Madrid,1:2
466,1933-1934,1,4,11/26/33,,Athletic,Espanyol,5:0
467,1933-1934,1,4,11/26/33,,Donostia,Valencia,3:1
468,1933-1934,1,4,11/26/33,,Real Betis,Real Oviedo,4:2
469,1933-1934,1,4,11/26/33,,Racing,Arenas Club,4:1
470,1933-1934,1,5,12/3/33,,Real Madrid,Racing,1:0
471,1933-1934,1,5,12/3/33,,Arenas Club,Athletic,2:0
472,1933-1934,1,5,12/3/33,,Donostia,Barcelona,2:0
473,1933-1934,1,5,12/3/33,,Valencia,Real Oviedo,1:0
474,1933-1934,1,5,12/3/33,,Espanyol,Real Betis,3:1
475,1933-1934,1,6,12/10/33,,Athletic,Real Madrid,5:1
476,1933-1934,1,6,12/10/33,,Real Oviedo,Espanyol,3:1
477,1933-1934,1,6,12/10/33,,Barcelona,Valencia,5:2
478,1933-1934,1,6,12/10/33,,Racing,Donostia,1:1
479,1933-1934,1,6,12/10/33,,Real Betis,Arenas Club,2:0
480,1933-1934,1,7,12/17/33,,Real Madrid,Real Betis,0:1
481,1933-1934,1,7,12/17/33,,Arenas Club,Real Oviedo,1:1
482,1933-1934,1,7,12/17/33,,Valencia,Espanyol,1:0
483,1933-1934,1,7,12/17/33,,Donostia,Athletic,3:0
484,1933-1934,1,7,12/17/33,,Barcelona,Racing,6:3
485,1933-1934,1,8,12/24/33,,Real Oviedo,Real Madrid,3:2
486,1933-1934,1,8,12/24/33,,Athletic,Barcelona,6:1
487,1933-1934,1,8,12/24/33,,Real Betis,Donostia,1:1
488,1933-1934,1,8,12/24/33,,Valencia,Racing,1:2
489,1933-1934,1,8,12/24/33,,Espanyol,Arenas Club,6:2
490,1933-1934,1,9,12/31/33,,Donostia,Real Oviedo,3:1
491,1933-1934,1,9,12/31/33,,Racing,Athletic,3:2
492,1933-1934,1,9,12/31/33,,Real Madrid,Espanyol,3:2
493,1933-1934,1,9,12/31/33,,Arenas Club,Valencia,1:2
494,1933-1934,1,9,12/31/33,,Barcelona,Real Betis,5:1
495,1933-1934,1,10,1/7/34,,Athletic,Valencia,6:2
496,1933-1934,1,10,1/7/34,,Racing,Real Betis,4:1
497,1933-1934,1,10,1/7/34,,Barcelona,Real Oviedo,2:0
498,1933-1934,1,10,1/7/34,,Real Madrid,Arenas Club,2:1
499,1933-1934,1,10,1/7/34,,Donostia,Espanyol,3:3
500,1933-1934,1,11,1/13/34,,Espanyol,Barcelona,3:2
501,1933-1934,1,11,1/14/34,,Valencia,Real Madrid,2:1
502,1933-1934,1,11,1/14/34,,Real Betis,Athletic,1:3
503,1933-1934,1,11,1/14/34,,Arenas Club,Donostia,0:0
504,1933-1934,1,11,1/14/34,,Real Oviedo,Racing,3:1
505,1933-1934,1,12,1/21/34,,Donostia,Real Madrid,0:3
506,1933-1934,1,12,1/21/34,,Barcelona,Arenas Club,4:0
507,1933-1934,1,12,1/21/34,,Athletic,Real Oviedo,6:2
508,1933-1934,1,12,1/21/34,,Racing,Espanyol,3:1
509,1933-1934,1,12,1/21/34,,Real Betis,Valencia,2:1
510,1933-1934,1,13,1/28/34,,Real Madrid,Barcelona,4:0
511,1933-1934,1,13,1/28/34,,Espanyol,Athletic,1:4
512,1933-1934,1,13,1/28/34,,Valencia,Donostia,4:1
513,1933-1934,1,13,1/28/34,,Real Oviedo,Real Betis,4:3
514,1933-1934,1,13,1/28/34,,Arenas Club,Racing,2:1
515,1933-1934,1,14,2/4/34,,Real Betis,Espanyol,3:1
516,1933-1934,1,14,2/4/34,,Athletic,Arenas Club,9:0
517,1933-1934,1,14,2/4/34,,Racing,Real Madrid,4:3
518,1933-1934,1,14,2/4/34,,Barcelona,Donostia,4:0
519,1933-1934,1,14,2/22/34,,Real Oviedo,Valencia,7:0
520,1933-1934,1,15,2/11/34,,Valencia,Barcelona,2:0
521,1933-1934,1,15,2/11/34,,Real Madrid,Athletic,3:0
522,1933-1934,1,15,2/11/34,,Arenas Club,Real Betis,0:1
523,1933-1934,1,15,2/11/34,,Espanyol,Real Oviedo,5:2
524,1933-1934,1,15,2/11/34,,Donostia,Racing,2:1
525,1933-1934,1,16,2/18/34,,Espanyol,Valencia,2:2
526,1933-1934,1,16,2/18/34,,Athletic,Donostia,2:1
527,1933-1934,1,16,2/18/34,,Racing,Barcelona,3:1
528,1933-1934,1,16,2/18/34,,Real Betis,Real Madrid,2:1
529,1933-1934,1,16,2/18/34,,Real Oviedo,Arenas Club,7:0
530,1933-1934,1,17,2/25/34,,Barcelona,Athletic,2:1
531,1933-1934,1,17,2/25/34,,Arenas Club,Espanyol,1:2
532,1933-1934,1,17,2/25/34,,Racing,Valencia,2:1
533,1933-1934,1,17,2/25/34,,Donostia,Real Betis,3:2
534,1933-1934,1,17,2/25/34,,Real Madrid,Real Oviedo,5:1
535,1933-1934,1,18,3/4/34,,Valencia,Arenas Club,0:0
536,1933-1934,1,18,3/4/34,,Espanyol,Real Madrid,2:2
537,1933-1934,1,18,3/4/34,,Real Betis,Barcelona,1:0
538,1933-1934,1,18,3/4/34,,Real Oviedo,Donostia,3:2
539,1933-1934,1,18,3/4/34,,Athletic,Racing,3:1
540,1934-1935,1,1,12/2/34,,Sevilla FC,Athletic Madrid,4:0
541,1934-1935,1,1,12/2/34,,Racing,Donostia,2:1
542,1934-1935,1,1,12/2/34,,Real Madrid,Real Betis,0:1
543,1934-1935,1,1,12/2/34,,Athletic,Real Oviedo,4:0
544,1934-1935,1,1,12/2/34,,Barcelona,Arenas Club,4:0
545,1934-1935,1,1,12/2/34,,Valencia,Espanyol,1:3
546,1934-1935,1,2,12/9/34,,Donostia,Real Madrid,1:2
547,1934-1935,1,2,12/9/34,,Real Betis,Barcelona,2:1
548,1934-1935,1,2,12/9/34,,Espanyol,Athletic,1:3
549,1934-1935,1,2,12/9/34,,Arenas Club,Valencia,2:1
550,1934-1935,1,2,12/9/34,,Real Oviedo,Sevilla FC,4:2
551,1934-1935,1,2,12/9/34,,Athletic Madrid,Racing,3:1
552,1934-1935,1,3,12/16/34,,Barcelona,Donostia,4:0
553,1934-1935,1,3,12/16/34,,Arenas Club,Real Betis,0:3
554,1934-1935,1,3,12/16/34,,Valencia,Athletic,1:0
555,1934-1935,1,3,12/16/34,,Sevilla FC,Espanyol,5:1
556,1934-1935,1,3,12/16/34,,Racing,Real Oviedo,1:3
557,1934-1935,1,3,12/16/34,,Real Madrid,Athletic Madrid,2:0
558,1934-1935,1,4,12/23/34,,Espanyol,Racing,4:2
559,1934-1935,1,4,12/23/34,,Donostia,Arenas Club,3:2
560,1934-1935,1,4,12/23/34,,Athletic,Sevilla FC,4:0
561,1934-1935,1,4,12/23/34,,Real Betis,Valencia,3:0
562,1934-1935,1,4,12/23/34,,Athletic Madrid,Barcelona,1:3
563,1934-1935,1,4,12/23/34,,Real Oviedo,Real Madrid,0:3
564,1934-1935,1,5,12/30/34,,Real Madrid,Espanyol,7:2
565,1934-1935,1,5,12/30/34,,Arenas Club,Athletic Madrid,3:1
566,1934-1935,1,5,12/30/34,,Valencia,Sevilla FC,2:1
567,1934-1935,1,5,12/30/34,,Real Betis,Donostia,1:0
568,1934-1935,1,5,12/30/34,,Barcelona,Real Oviedo,5:2
569,1934-1935,1,5,12/30/34,,Racing,Athletic,6:0
570,1934-1935,1,6,1/6/35,,Athletic Madrid,Real Betis,4:2
571,1934-1935,1,6,1/6/35,,Donostia,Valencia,3:1
572,1934-1935,1,6,1/6/35,,Real Oviedo,Arenas Club,4:1
573,1934-1935,1,6,1/6/35,,Athletic,Real Madrid,4:1
574,1934-1935,1,6,1/6/35,,Espanyol,Barcelona,4:1
575,1934-1935,1,6,1/6/35,,Sevilla FC,Racing,2:0
576,1934-1935,1,7,1/13/35,,Valencia,Racing,2:0
577,1934-1935,1,7,1/13/35,,Barcelona,Athletic,2:2
578,1934-1935,1,7,1/13/35,,Arenas Club,Espanyol,0:4
579,1934-1935,1,7,1/13/35,,Donostia,Athletic Madrid,4:0
580,1934-1935,1,7,1/13/35,,Real Madrid,Sevilla FC,3:1
581,1934-1935,1,7,1/13/35,,Real Betis,Real Oviedo,2:1
582,1934-1935,1,8,1/20/35,,Athletic,Arenas Club,8:0
583,1934-1935,1,8,1/20/35,,Espanyol,Real Betis,1:1
584,1934-1935,1,8,1/20/35,,Real Oviedo,Donostia,4:0
585,1934-1935,1,8,1/20/35,,Athletic Madrid,Valencia,5:2
586,1934-1935,1,8,1/20/35,,Racing,Real Madrid,1:2
587,1934-1935,1,8,1/20/35,,Sevilla FC,Barcelona,3:1
588,1934-1935,1,9,1/27/35,,Valencia,Real Madrid,4:1
589,1934-1935,1,9,1/27/35,,Barcelona,Racing,1:1
590,1934-1935,1,9,1/27/35,,Athletic Madrid,Real Oviedo,3:3
591,1934-1935,1,9,1/27/35,,Arenas Club,Sevilla FC,3:2
592,1934-1935,1,9,1/27/35,,Real Betis,Athletic,1:0
593,1934-1935,1,9,1/27/35,,Donostia,Espanyol,1:4
594,1934-1935,1,10,2/3/35,,Real Madrid,Barcelona,8:2
595,1934-1935,1,10,2/3/35,,Espanyol,Athletic Madrid,0:2
596,1934-1935,1,10,2/3/35,,Athletic,Donostia,7:0
597,1934-1935,1,10,2/3/35,,Sevilla FC,Real Betis,0:3
598,1934-1935,1,10,2/3/35,,Valencia,Real Oviedo,0:4
599,1934-1935,1,10,2/3/35,,Racing,Arenas Club,0:0
600,1934-1935,1,11,2/10/35,,Real Betis,Racing,3:1
601,1934-1935,1,11,2/10/35,,Arenas Club,Real Madrid,1:2
602,1934-1935,1,11,2/10/35,,Athletic Madrid,Athletic,2:2
603,1934-1935,1,11,2/10/35,,Real Oviedo,Espanyol,8:3
604,1934-1935,1,11,2/10/35,,Barcelona,Valencia,3:2
605,1934-1935,1,11,2/10/35,,Donostia,Sevilla FC,0:0
606,1934-1935,1,12,2/17/35,,Arenas Club,Barcelona,2:2
607,1934-1935,1,12,2/17/35,,Real Oviedo,Athletic,3:2
608,1934-1935,1,12,2/17/35,,Espanyol,Valencia,1:2
609,1934-1935,1,12,2/17/35,,Athletic Madrid,Sevilla FC,1:0
610,1934-1935,1,12,2/17/35,,Donostia,Racing,2:3
611,1934-1935,1,12,2/17/35,,Real Betis,Real Madrid,1:0
612,1934-1935,1,13,2/24/35,,Athletic,Espanyol,1:2
613,1934-1935,1,13,2/24/35,,Racing,Athletic Madrid,2:2
614,1934-1935,1,13,2/24/35,,Real Madrid,Donostia,2:0
615,1934-1935,1,13,2/24/35,,Barcelona,Real Betis,4:0
616,1934-1935,1,13,2/24/35,,Sevilla FC,Real Oviedo,3:1
617,1934-1935,1,13,2/24/35,,Valencia,Arenas Club,2:0
618,1934-1935,1,14,3/3/35,,Espanyol,Sevilla FC,1:4
619,1934-1935,1,14,3/3/35,,Real Oviedo,Racing,3:0
620,1934-1935,1,14,3/3/35,,Athletic Madrid,Real Madrid,2:2
621,1934-1935,1,14,3/3/35,,Donostia,Barcelona,2:1
622,1934-1935,1,14,3/3/35,,Real Betis,Arenas Club,0:0
623,1934-1935,1,14,3/3/35,,Athletic,Valencia,4:1
624,1934-1935,1,15,3/10/35,,Valencia,Real Betis,3:1
625,1934-1935,1,15,3/10/35,,Real Madrid,Real Oviedo,2:1
626,1934-1935,1,15,3/10/35,,Arenas Club,Donostia,0:1
627,1934-1935,1,15,3/10/35,,Barcelona,Athletic Madrid,0:0
628,1934-1935,1,15,3/10/35,,Racing,Espanyol,2:1
629,1934-1935,1,15,3/10/35,,Sevilla FC,Athletic,3:0
630,1934-1935,1,16,3/17/35,,Real Oviedo,Barcelona,4:3
631,1934-1935,1,16,3/17/35,,Sevilla FC,Valencia,4:2
632,1934-1935,1,16,3/17/35,,Donostia,Real Betis,2:4
633,1934-1935,1,16,3/17/35,,Athletic,Racing,4:2
634,1934-1935,1,16,3/17/35,,Athletic Madrid,Arenas Club,3:1
635,1934-1935,1,16,3/17/35,,Espanyol,Real Madrid,2:4
636,1934-1935,1,17,3/24/35,,Racing,Sevilla FC,3:2
637,1934-1935,1,17,3/24/35,,Arenas Club,Real Oviedo,1:2
638,1934-1935,1,17,3/24/35,,Real Betis,Athletic Madrid,2:0
639,1934-1935,1,17,3/24/35,,Barcelona,Espanyol,2:2
640,1934-1935,1,17,3/24/35,,Real Madrid,Athletic,5:2
641,1934-1935,1,17,3/24/35,,Valencia,Donostia,7:1
642,1934-1935,1,18,3/31/35,,Espanyol,Arenas Club,2:0
643,1934-1935,1,18,3/31/35,,Sevilla FC,Real Madrid,1:3
644,1934-1935,1,18,3/31/35,,Athletic,Barcelona,3:5
645,1934-1935,1,18,3/31/35,,Racing,Valencia,5:0
646,1934-1935,1,18,3/31/35,,Athletic Madrid,Donostia,3:1
647,1934-1935,1,18,3/31/35,,Real Oviedo,Real Betis,0:1
648,1934-1935,1,19,4/7/35,,Real Madrid,Racing,3:2
649,1934-1935,1,19,4/7/35,,Donostia,Real Oviedo,3:5
650,1934-1935,1,19,4/7/35,,Barcelona,Sevilla FC,2:3
651,1934-1935,1,19,4/7/35,,Valencia,Athletic Madrid,2:0
652,1934-1935,1,19,4/7/35,,Arenas Club,Athletic,0:1
653,1934-1935,1,19,4/7/35,,Real Betis,Espanyol,5:0
654,1934-1935,1,20,4/14/35,,Racing,Barcelona,2:3
655,1934-1935,1,20,4/14/35,,Sevilla FC,Arenas Club,4:0
656,1934-1935,1,20,4/14/35,,Athletic,Real Betis,0:0
657,1934-1935,1,20,4/14/35,,Espanyol,Donostia,4:1
658,1934-1935,1,20,4/14/35,,Real Madrid,Valencia,3:0
659,1934-1935,1,20,4/14/35,,Real Oviedo,Athletic Madrid,2:1
660,1934-1935,1,21,4/21/35,,Barcelona,Real Madrid,5:0
661,1934-1935,1,21,4/21/35,,Athletic Madrid,Espanyol,5:2
662,1934-1935,1,21,4/21/35,,Real Oviedo,Valencia,4:4
663,1934-1935,1,21,4/21/35,,Real Betis,Sevilla FC,2:2
664,1934-1935,1,21,4/21/35,,Arenas Club,Racing,0:1
665,1934-1935,1,21,4/22/35,,Donostia,Athletic,0:4
666,1934-1935,1,22,4/28/35,,Real Madrid,Arenas Club,6:1
667,1934-1935,1,22,4/28/35,,Valencia,Barcelona,1:1
668,1934-1935,1,22,4/28/35,,Athletic,Athletic Madrid,5:2
669,1934-1935,1,22,4/28/35,,Sevilla FC,Donostia,7:2
670,1934-1935,1,22,4/28/35,,Racing,Real Betis,0:5
671,1934-1935,1,22,4/28/35,,Espanyol,Real Oviedo,3:2
672,1935-1936,1,1,11/10/35,,Real Oviedo,Athletic,3:3
673,1935-1936,1,1,11/10/35,,Valencia,Sevilla FC,5:0
674,1935-1936,1,1,11/10/35,,Athletic Madrid,Racing,1:0
675,1935-1936,1,1,11/10/35,,Real Betis,CA Osasuna,5:1
676,1935-1936,1,1,11/10/35,,Hércules CF,Real Madrid,0:1
677,1935-1936,1,1,11/10/35,,Espanyol,Barcelona,1:0
678,1935-1936,1,2,11/17/35,,Real Madrid,Espanyol,6:0
679,1935-1936,1,2,11/17/35,,Racing,Valencia,6:2
680,1935-1936,1,2,11/17/35,,Barcelona,Athletic Madrid,5:1
681,1935-1936,1,2,11/17/35,,Athletic,Real Betis,7:0
682,1935-1936,1,2,11/17/35,,Sevilla FC,Real Oviedo,1:1
683,1935-1936,1,2,11/17/35,,CA Osasuna,Hércules CF,3:0
684,1935-1936,1,3,11/24/35,,Real Oviedo,Real Betis,2:3
685,1935-1936,1,3,11/24/35,,Sevilla FC,Racing,1:2
686,1935-1936,1,3,11/24/35,,Athletic Madrid,Real Madrid,2:3
687,1935-1936,1,3,11/24/35,,Valencia,Barcelona,1:2
688,1935-1936,1,3,11/24/35,,Espanyol,CA Osasuna,3:0
689,1935-1936,1,3,11/24/35,,Hércules CF,Athletic,1:0
690,1935-1936,1,4,12/1/35,,Racing,Real Oviedo,2:6
691,1935-1936,1,4,12/1/35,,Real Betis,Hércules CF,1:1
692,1935-1936,1,4,12/1/35,,Barcelona,Sevilla FC,4:1
693,1935-1936,1,4,12/1/35,,CA Osasuna,Athletic Madrid,4:0
694,1935-1936,1,4,12/1/35,,Real Madrid,Valencia,4:1
695,1935-1936,1,4,12/1/35,,Athletic,Espanyol,5:2
696,1935-1936,1,5,12/8/35,,Racing,Barcelona,4:0
697,1935-1936,1,5,12/8/35,,Athletic Madrid,Athletic,1:2
698,1935-1936,1,5,12/8/35,,Espanyol,Real Betis,3:0
699,1935-1936,1,5,12/8/35,,Valencia,CA Osasuna,2:1
700,1935-1936,1,5,12/8/35,,Real Oviedo,Hércules CF,5:2
701,1935-1936,1,5,12/8/35,,Sevilla FC,Real Madrid,2:1
702,1935-1936,1,6,12/15/35,,CA Osasuna,Sevilla FC,6:3
703,1935-1936,1,6,12/15/35,,Real Betis,Athletic Madrid,3:0
704,1935-1936,1,6,12/15/35,,Real Madrid,Racing,2:4
705,1935-1936,1,6,12/15/35,,Hércules CF,Espanyol,2:1
706,1935-1936,1,6,12/15/35,,Athletic,Valencia,3:2
707,1935-1936,1,6,12/15/35,,Barcelona,Real Oviedo,5:2
708,1935-1936,1,7,12/22/35,,Athletic Madrid,Hércules CF,1:2
709,1935-1936,1,7,12/22/35,,Barcelona,Real Madrid,0:3
710,1935-1936,1,7,12/22/35,,Sevilla FC,Athletic,0:2
711,1935-1936,1,7,12/22/35,,Real Oviedo,Espanyol,5:2
712,1935-1936,1,7,12/22/35,,Valencia,Real Betis,0:2
713,1935-1936,1,7,12/22/35,,Racing,CA Osasuna,3:1
714,1935-1936,1,8,12/29/35,,Athletic,Racing,6:1
715,1935-1936,1,8,12/29/35,,Real Madrid,Real Oviedo,5:4
716,1935-1936,1,8,12/29/35,,Real Betis,Sevilla FC,1:0
717,1935-1936,1,8,12/29/35,,Espanyol,Athletic Madrid,2:3
718,1935-1936,1,8,12/29/35,,CA Osasuna,Barcelona,0:1
719,1935-1936,1,8,12/29/35,,Hércules CF,Valencia,2:0
720,1935-1936,1,9,1/5/36,,Barcelona,Athletic,2:0
721,1935-1936,1,9,1/5/36,,Sevilla FC,Hércules CF,1:2
722,1935-1936,1,9,1/5/36,,Real Madrid,CA Osasuna,6:2
723,1935-1936,1,9,1/5/36,,Racing,Real Betis,5:1
724,1935-1936,1,9,1/5/36,,Valencia,Espanyol,1:0
725,1935-1936,1,9,1/5/36,,Real Oviedo,Athletic Madrid,4:1
726,1935-1936,1,10,1/12/36,,Athletic,Real Madrid,1:0
727,1935-1936,1,10,1/12/36,,Real Betis,Barcelona,2:0
728,1935-1936,1,10,1/12/36,,Athletic Madrid,Valencia,2:2
729,1935-1936,1,10,1/12/36,,Espanyol,Sevilla FC,6:1
730,1935-1936,1,10,1/12/36,,Hércules CF,Racing,4:1
731,1935-1936,1,10,1/12/36,,Real Oviedo,CA Osasuna,5:2
732,1935-1936,1,11,1/26/36,,Barcelona,Hércules CF,1:0
733,1935-1936,1,11,1/26/36,,CA Osasuna,Athletic,4:1
734,1935-1936,1,11,1/26/36,,Racing,Espanyol,4:0
735,1935-1936,1,11,1/26/36,,Sevilla FC,Athletic Madrid,1:1
736,1935-1936,1,11,1/26/36,,Real Madrid,Real Betis,5:1
737,1935-1936,1,11,1/26/36,,Valencia,Real Oviedo,1:1
738,1935-1936,1,12,2/2/36,,Sevilla FC,Valencia,1:2
739,1935-1936,1,12,2/2/36,,Racing,Athletic Madrid,5:2
740,1935-1936,1,12,2/2/36,,CA Osasuna,Real Betis,6:0
741,1935-1936,1,12,2/2/36,,Athletic,Real Oviedo,4:2
742,1935-1936,1,12,2/2/36,,Real Madrid,Hércules CF,5:1
743,1935-1936,1,12,2/2/36,,Barcelona,Espanyol,2:0
744,1935-1936,1,13,2/9/36,,Espanyol,Real Madrid,3:0
745,1935-1936,1,13,2/9/36,,Athletic Madrid,Barcelona,0:3
746,1935-1936,1,13,2/9/36,,Real Betis,Athletic,1:2
747,1935-1936,1,13,2/9/36,,Real Oviedo,Sevilla FC,0:0
748,1935-1936,1,13,2/9/36,,Valencia,Racing,1:0
749,1935-1936,1,13,2/9/36,,Hércules CF,CA Osasuna,1:0
750,1935-1936,1,14,2/15/36,,Barcelona,Valencia,0:0
751,1935-1936,1,14,2/16/36,,Real Betis,Real Oviedo,1:2
752,1935-1936,1,14,2/16/36,,CA Osasuna,Espanyol,6:1
753,1935-1936,1,14,2/16/36,,Real Madrid,Athletic Madrid,3:1
754,1935-1936,1,14,2/23/36,,Racing,Sevilla FC,3:0
755,1935-1936,1,14,3/19/36,,Athletic,Hércules CF,5:3
756,1935-1936,1,15,3/1/36,,Real Oviedo,Racing,4:2
757,1935-1936,1,15,3/1/36,,Athletic Madrid,CA Osasuna,2:0
758,1935-1936,1,15,3/1/36,,Hércules CF,Real Betis,3:0
759,1935-1936,1,15,3/1/36,,Espanyol,Athletic,2:0
760,1935-1936,1,15,3/1/36,,Sevilla FC,Barcelona,2:1
761,1935-1936,1,15,3/1/36,,Valencia,Real Madrid,1:2
762,1935-1936,1,16,3/8/36,,CA Osasuna,Valencia,2:3
763,1935-1936,1,16,3/8/36,,Athletic,Athletic Madrid,3:1
764,1935-1936,1,16,3/8/36,,Real Madrid,Sevilla FC,3:3
765,1935-1936,1,16,3/8/36,,Hércules CF,Real Oviedo,1:0
766,1935-1936,1,16,3/8/36,,Barcelona,Racing,2:3
767,1935-1936,1,16,3/8/36,,Real Betis,Espanyol,3:0
768,1935-1936,1,17,3/15/36,,Athletic Madrid,Real Betis,5:0
769,1935-1936,1,17,3/15/36,,Espanyol,Hércules CF,3:2
770,1935-1936,1,17,3/15/36,,Valencia,Athletic,1:1
771,1935-1936,1,17,3/15/36,,Real Oviedo,Barcelona,2:1
772,1935-1936,1,17,3/15/36,,Racing,Real Madrid,4:3
773,1935-1936,1,17,3/15/36,,Sevilla FC,CA Osasuna,2:0
774,1935-1936,1,18,3/22/36,,CA Osasuna,Racing,3:1
775,1935-1936,1,18,3/22/36,,Real Madrid,Barcelona,3:0
776,1935-1936,1,18,3/22/36,,Real Betis,Valencia,3:0
777,1935-1936,1,18,3/22/36,,Hércules CF,Athletic Madrid,2:1
778,1935-1936,1,18,3/22/36,,Athletic,Sevilla FC,4:1
779,1935-1936,1,18,3/22/36,,Espanyol,Real Oviedo,1:5
780,1935-1936,1,19,3/29/36,,Valencia,Hércules CF,5:2
781,1935-1936,1,19,3/29/36,,Barcelona,CA Osasuna,5:0
782,1935-1936,1,19,3/29/36,,Sevilla FC,Real Betis,1:0
783,1935-1936,1,19,3/29/36,,Athletic Madrid,Espanyol,3:2
784,1935-1936,1,19,3/29/36,,Real Oviedo,Real Madrid,1:0
785,1935-1936,1,19,3/29/36,,Racing,Athletic,2:1
786,1935-1936,1,20,4/5/36,,CA Osasuna,Real Madrid,1:4
787,1935-1936,1,20,4/5/36,,Real Betis,Racing,3:1
788,1935-1936,1,20,4/5/36,,Athletic Madrid,Real Oviedo,3:0
789,1935-1936,1,20,4/5/36,,Hércules CF,Sevilla FC,2:1
790,1935-1936,1,20,4/5/36,,Athletic,Barcelona,5:2
791,1935-1936,1,20,4/5/36,,Espanyol,Valencia,3:2
792,1935-1936,1,21,4/12/36,,Real Madrid,Athletic,2:2
793,1935-1936,1,21,4/12/36,,Valencia,Athletic Madrid,1:1
794,1935-1936,1,21,4/12/36,,Barcelona,Real Betis,1:0
795,1935-1936,1,21,4/12/36,,CA Osasuna,Real Oviedo,4:5
